tool,warning description,type,subtype,type,subtype,type,subtype
Parasoft, Pointer variable 'ppmstabent' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pprev' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ppt' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pptr' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pptstabent' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prc' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prclyrno' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pre' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'preLimit' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pre_close' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pre_read' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pred' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prefix' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prefix_end' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prep' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prev' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prevOpt' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prev_block_row' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prev_diff' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prev_end' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prev_folder' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prev_hdr_ptr' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prev_key' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prev_line' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prev_offset' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prev_ptr' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prevattrval' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'previous' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prevleaf' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prevstr' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prfpxformseq' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pri' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prices' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'print_ctx' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'priv_key' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prnew' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prob' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'probLit' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'probs' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'proc2sub' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'procdir' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'process' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'processor' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prof' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prog' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'progname' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prold' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prop' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'props' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prot_save' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'protsep' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prox' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prox_portno' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'proxyptr' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'prtmp' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ps' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'psDirectory' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'psDirectoryEntry' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'psTmp' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'psc' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'psendptr' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'psize' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pstack' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pstart' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pstat' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pt' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pt1' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pt2' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ptbl' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ptr' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ptr1' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ptr2' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ptrArg' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ptrPtr' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ptr_acc' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ptr_actualNode' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ptr_actual_keyword' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ptr_actualnode' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ptr_childnode' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ptr_childnode_hashed' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ptr_end' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ptr_keyword' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ptr_next_keyword' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ptr_str' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ptrin' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'ptrout' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pu' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pubId' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pub_key' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pucBuffer' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pucByte' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pucChar' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pucLast' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pucNonSpace' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pucStart' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pucTmp' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'put' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pv' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pv1' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pv2' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pvPluginHandle' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pvTmp' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pvwgt' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pw' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pwd' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pwgts' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'px' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pxadj' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pxent' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pxform' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pxformseq' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'pyS' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'q' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qKey16' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qKey32' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qOpening' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'q_r' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'q_rr' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'q_t' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'q_tr' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'q_tt' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qc' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qcc' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qcd' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qcopy' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qcpt' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qcross' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qcrv' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qcurve' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qd1' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qd2' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qdum' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qdum1' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qdum2' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qhelp' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qintpt' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qipt' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qkillpt' uninitialized when declared, Code Quality, General,,,,
Parasoft, Pointer variable 'qmain' uninitialized when declared, Code Quality, General,,,,
